name,rating,place_id,tags,website,place_links,territory_id,description,locationYX
Hababam Class Museum,4.0,432515,"3,4,6",https://nomatto.com/en/the-hababam-class-museum,"https://www.google.com/maps/place/Hababam+S%C4%B1n%C4%B1f%C4%B1+M%C3%BCzesi/@41.0136415,29.0394147,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab801dc043017:0x2e60c0e624d8d455!8m2!3d41.0136375!4d29.0419896!16s%2Fg%2F11bx6rl9hw?entry=ttu",1,"The Hababam Class Museum, nestled in Istanbul's Üsküdar district, offers a unique experience for fans of the iconic Turkish comedy series. Boasting special collections that vividly bring to life the characters, scenes, and ambiance of the beloved films, the museum provides a nostalgic journey into a significant era of Turkish cinema and popular culture. Visitors can marvel at silicone sculptures of the film's actors, peruse posters and postcards showcasing memorable moments, and explore pieces of stage sets that recreate the film's environment. Located within the Adile Sultan Castle in the Validebağ Reserve, the museum stands as a testament to preserving Turkish cinematic heritage while offering an immersive and enjoyable experience for all. For those planning a visit, transportation options are available from various parts of Istanbul, ensuring easy access to this cultural gem. While the museum is closed on Sundays, it welcomes visitors throughout the week, allowing ample time to delve into the world of Hababam Class and relive cherished memories. With activities ranging from examining statues to recreating movie scenes, the museum promises a fun-filled and meaningful visit for enthusiasts and newcomers alike. Whether admiring silicone sculptures or exploring the film's history through informative displays, guests are sure to depart with lasting memories and a newfound appreciation for Turkish cinema.","41.01375885653159,29.04271916913588"
Kuzguncuk Coast,4.8,682423,"9,12",https://sevenhillssaga.com/en/kuzguncuk-the-sweet-delicacy-of-istanbul/,"https://www.google.com/maps/place/Kuzguncuk+Sahili/@41.0362741,29.0282383,18z/data=!4m10!1m2!2m1!1sKuzguncuk+Coast!3m6!1s0x14cab7c240f6ef29:0xe57debd7ee24515!8m2!3d41.037087!4d29.0301118!15sCg9LdXpndW5jdWsgQ29hc3SSAQhzZWFfcG9ydOABAA!16s%2Fg%2F11dx8_wsr3?entry=ttu",1,"Kuzguncuk, aptly nicknamed the ""sweet delicacy,"" is a charming neighborhood nestled on the Asian side of Istanbul within the Üsküdar district. With its picturesque streets lined with colorful antique wooden houses and inviting cafes, Kuzguncuk offers a serene escape from the hustle and bustle of city life. Its rich history, evident in the diverse array of religious buildings, adds to the neighborhood's unique allure, while small art galleries and bookstores contribute to its vibrant atmosphere. Moreover, Kuzguncuk surprises visitors with its communal vegetable garden, reflecting a commitment to sustainability and community engagement. Whether exploring its historic streets, indulging in delicious treats, or simply enjoying the tranquil coastal views, Kuzguncuk enchants visitors with its timeless charm and warm hospitality.","41.037150932033235,29.030367286166413"
Abdülmecid Efendi Mansion,4.4,424824,"1,3,4,7",https://www.ktsk.com.tr/who-we-are/abdulmecid-efendi-mansion,"https://www.google.com/maps/place/Abd%C3%BClmecid+Efendi+K%C3%B6%C5%9Fk%C3%BC/@41.0282663,29.0366992,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab7e15f9d5d71:0x9f0345aad31146e9!8m2!3d41.0282664!4d29.0415755!16s%2Fg%2F11b7ckptqp?entry=ttu",1,"The Mecid Efendi Mansion, originally built as a hunting lodge in the late 19th century, boasts a rich history and stunning architectural features that blend Ottoman and Egyptian styles. Constructed between 1880 and 1885 by Ismail Pasha, the Khedive of Egypt, and later acquired by Abdülhamid II, the mansion became a summer residence and art studio for Abdülmecid Efendi, the caliph's uncle. Renowned for his passion for painting, Abdülmecid Efendi adorned the mansion with decorative masterpieces, reflecting his love for art and Egyptian interior style. Over the years, the mansion served as a venue for artistic and literary gatherings, as well as political meetings following the declaration of constitutional monarchy. Despite changing hands multiple times, the mansion retained its architectural grandeur and cultural significance. Designed by architect Vallaury, the mansion features intricately crafted details, including colorful tiles, stunning calligraphy, and a magnificent entrance door inscribed with a verse from the Quran. Today, under the ownership of Koç Holding Pension and Provident Fund, the Mecid Efendi Mansion stands as a testament to Istanbul's rich architectural heritage and continues to captivate visitors with its timeless beauty and historical charm.","41.028306057428004,29.041573903075108"
Nakkaştepe People's Garden,4.6,375467,"9,10,11,12,13,",https://nomatto.com/en/the-garden-of-the-people-of-nakkastepe,"https://www.google.com/maps/place/Nakka%C5%9Ftepe+Millet+Bah%C3%A7esi/@41.0380656,29.0359649,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab72134271ee9:0xb78d35eeb85f36eb!8m2!3d41.0380656!4d29.0385452!16s%2Fg%2F11gxx7nwst?entry=ttu",1,"The Nakkaştepe Millet Garden, situated in the Üsküdar district of Istanbul, offers a picturesque setting for picnics and outdoor activities, overlooking the Bosphorus and spanning approximately 90,000 square meters. Established as Istanbul's first Millet Garden, it was inaugurated in 2018 by the Ministry of Environment and Urban Planning in collaboration with the Üsküdar Municipality. Boasting a range of amenities and attractions, including picnic areas, sports grounds, tennis courts, children's playgrounds, and an adventure park with a zipline, the garden provides ample opportunities for recreation and relaxation amidst nature. Visitors can also explore the biological pond, walking trails, and enjoy panoramic views of Istanbul from the viewing terraces. With its diverse offerings and free admission for pedestrians, the Nakkaştepe Millet Garden has become a beloved destination for residents and tourists alike, providing a refreshing escape into the beauty of Istanbul's natural landscape.","41.038154580742706,29.038545201546462"
Historical Plane Tree of Çengelköy,4.3,414821,"1,2,3,12,13,14,15",https://www.peraproperty.com/a-guide-to-cengelkoy_44647/,"https://www.google.com/maps/place/Tarihi+%C3%87%C4%B1nar+A%C4%9Fac%C4%B1/@41.0502706,29.0521855,19.8z/data=!4m10!1m2!2m1!1sHistorical+Plane+Tree+of+%C3%87engelk%C3%B6y!3m6!1s0x14cac9863c1d35a7:0x6ec0d259f50ffcca!8m2!3d41.0502168!4d29.0527237!15sCiRIaXN0b3JpY2FsIFBsYW5lIFRyZWUgb2Ygw4dlbmdlbGvDtnlaJiIkaGlzdG9yaWNhbCBwbGFuZSB0cmVlIG9mIMOnZW5nZWxrw7Z5kgEIbWVtb3JpYWyaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUktjMDFwV0hGblJSQULgAQA!16s%2Fg%2F11h4tq1drn?entry=ttu",1,"The historical plane tree in Çengelköy stands as a symbol of endurance and timelessness, its gnarled branches stretching out over the bustling streets below. Believed to be centuries old, this majestic tree has witnessed the passing of generations, silently observing the ebb and flow of life in the charming neighborhood of Çengelköy on the Asian side of Istanbul. With its sprawling canopy providing shade and shelter to locals and visitors alike, the plane tree serves as a gathering place, where conversations are shared, memories are made, and the rich tapestry of history intertwines with the present moment. Its weathered bark tells stories of bygone eras, while its verdant leaves whisper secrets of resilience and renewal. As a cherished landmark in Çengelköy, the historical plane tree stands as a testament to the enduring spirit of Istanbul and the timeless beauty of nature.","41.05022883927636,29.05278206286947"
Gastronomy Street,4.2,496546,"13,14,15",https://www.turizmgunlugu.com/2022/12/17/uskudar-gastronomi-sokagi/,"https://www.google.com/maps/place/%C3%9Csk%C3%BCdar+Gastronomi+Soka%C4%9F%C4%B1/@41.0242165,29.0131535,19z/data=!3m1!4b1!4m6!3m5!1s0x14cab7854d60eecd:0xf492f11b2e6bc5a0!8m2!3d41.0242165!4d29.0143726!16s%2Fg%2F11t7mrkf_z?entry=ttu",1,"Üsküdar Gastronomy Street in Istanbul stands as a vibrant testament to the rich culinary heritage of the city, offering a captivating fusion of traditional Turkish flavors and international cuisine. As you navigate through its bustling lanes, the air is filled with the tantalizing aromas of freshly prepared dishes, inviting you to indulge in a gastronomic journey like no other. From quaint cafes serving aromatic Turkish coffee to family-run restaurants dishing out authentic kebabs and mezes, every corner of this street tells a story of culinary excellence and cultural diversity. Whether you're a seasoned food enthusiast or a curious traveler eager to explore new tastes, Üsküdar Gastronomy Street promises an unforgettable dining experience that celebrates the vibrant spirit of Istanbul's culinary scene.","41.024209742179394,29.01436325310812"
Mehmet Naci Akgöz Kite Museum,4.5,770256,"4,6",https://www.ucurtmamuzesi.net/en/kite-museum-turkeys-only-kite-museum-and-kite-workshop/,"https://www.google.com/maps/place/U%C3%A7urtma+M%C3%BCzesi/@41.0239106,29.0131252,21z/data=!4m14!1m7!3m6!1s0x14cab7854d60eecd:0xf492f11b2e6bc5a0!2zw5xza8O8ZGFyIEdhc3Ryb25vbWkgU29rYcSfxLE!8m2!3d41.0242165!4d29.0143726!16s%2Fg%2F11t7mrkf_z!3m5!1s0x14cab78859e2a2ad:0xfc800e56cccd930f!8m2!3d41.023912!4d29.013207!16s%2Fg%2F1thzxly5?entry=ttu",1,"The Kite Museum, located in Üsküdar, Istanbul, offers a captivating journey into the world of kite-flying, showcasing a diverse collection of kites from various cultures and historical periods. As you step into the museum, you'll be greeted by colorful displays of kites of all shapes and sizes, each with its own unique design and story to tell. From traditional handmade kites to modern innovations, the museum provides a comprehensive look at the art and history of kite-making. Visitors can learn about the cultural significance of kites in different societies, as well as the science behind their flight. Whether you're a kite enthusiast or simply curious about this age-old pastime, the Kite Museum offers a fascinating glimpse into a beloved tradition enjoyed by people around the world.","41.02392981011595,29.013201953741532"
Mihrimah Sultan Mosque,4.3,777046,"1,2,3,5","https://en.wikipedia.org/wiki/Mihrimah_Sultan_Mosque,_%C3%9Csk%C3%BCdar","https://www.google.com/maps/place/Mihrimah+Sultan+Cami/@41.0266256,29.013263,17.56z/data=!4m10!1m2!2m1!1smihrimah+sultan+mosque!3m6!1s0x14cab78ebda087b3:0x461dbd5c16910fa0!8m2!3d41.0267792!4d29.0159815!15sChZtaWhyaW1haCBzdWx0YW4gbW9zcXVlkgEGbW9zcXVl4AEA!16s%2Fm%2F05pb57z?entry=ttu",1,"The Mihrimah Sultan Mosque, located in the Üsküdar district of Istanbul, is a stunning architectural marvel that stands as a testament to Ottoman design and ingenuity. Commissioned by Mihrimah Sultan, the daughter of Sultan Süleyman the Magnificent and his wife Hürrem Sultan, this mosque was constructed between 1546 and 1548 by the renowned architect Mimar Sinan. It is one of Sinan's masterpieces, showcasing his distinctive style and innovative architectural techniques. The mosque's graceful domes, elegant minarets, and intricate tilework create a sense of grandeur and serenity. With its strategic location overlooking the Bosphorus, the Mihrimah Sultan Mosque continues to be a cherished landmark and a place of worship for the local community.","41.02687730617994,29.016465244271846"
Mahpeyker Kösem Valide Sultan Mosque,4.4,130835,"1,2,3,5",https://nomadicniko.com/2012/11/01/tiled-mosque/,"https://www.google.com/maps/place/%C3%87inili+Camii/@41.0199217,29.028604,19.55z/data=!4m6!3m5!1s0x14cab7f687773509:0xb837d1853b7309af!8m2!3d41.0199241!4d29.0291902!16s%2Fg%2F12q4zm_ls?entry=ttu",1,"The Tiled Mosque, also known as Mahpeyker Kösem Valide Sultan Mosque, is a stunning architectural gem nestled within Istanbul's bustling streets. Its elegant minarets and domes rise gracefully against the city skyline, drawing admiration from all who encounter its grandeur. Stepping inside, visitors are enveloped in an atmosphere of serenity and reverence, where the interplay of light and shadow dances across the intricate tilework, creating a mesmerizing display of beauty. As one explores the mosque's interior, they are greeted by the harmonious blend of Ottoman architectural elements and exquisite decorative details, each telling a story of faith, culture, and tradition. Whether observed from afar or experienced up close, the Tiled Mosque stands as a timeless symbol of Istanbul's rich history and enduring spiritual legacy.","41.01988706849905,29.029304699004275"
Historical Kuzguncuk Houses,4.7,831238,"1,2,3,7",https://www.journavel.com/kuzguncukta-gezilecek-yerler/,"https://www.google.com/maps/place/Kuzguncuk+Evleri/@41.0356119,29.0294298,19.27z/data=!4m10!1m2!2m1!1sHistorical+Kuzguncuk+Houses!3m6!1s0x14cab70107737f47:0xb1784b468aea4f63!8m2!3d41.0356182!4d29.0300243!15sChtIaXN0b3JpY2FsIEt1emd1bmN1ayBIb3VzZXNaHSIbaGlzdG9yaWNhbCBrdXpndW5jdWsgaG91c2VzkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5FZVc5SU1FVlJFQUXgAQA!16s%2Fg%2F11rq14_q9b?entry=ttu",1,"Nestled within the charming neighborhood of Kuzguncuk lies a treasure trove of historical houses that epitomize Istanbul's architectural splendor. These houses, with their distinctive features such as umbrella-roofed bay windows and intricately designed doors, stand as timeless monuments to the city's rich cultural heritage. Despite facing the challenges of time, including past fires, these houses have been lovingly restored to their former glory, preserving their original allure. Each house exudes its own unique character, offering a glimpse into Istanbul's illustrious past and inviting visitors to step back in time. As you wander through the streets of Kuzguncuk, the elegant facades and intricate details of these houses captivate the imagination, evoking a sense of nostalgia for a bygone era of craftsmanship and beauty.","41.035635359473225,29.029979104928746"
Nevmekan,4.3,891167,13,https://tesislerimiz.uskudar.bel.tr/tr/main/tesislerimiz/restaurantlar/5/nevmekan-sahil/14,"https://www.google.com/maps/place/Nevmekan+Sahil/@41.0251839,29.0100466,19.29z/data=!4m6!3m5!1s0x14cab7a5b8ac7aff:0xadbe62706830b85c!8m2!3d41.0253385!4d29.0103653!16s%2Fg%2F11fd4fgdmn?entry=ttu",1,"Nevmekan Sahil, established in the former marriage registration building of Üsküdar in 2018, has become a significant venue for Istanbul's culture and art of living. It symbolizes the respect and admiration for Istanbul's rich heritage and identity. Stemming from the transformation of Istanbul in 1453, this venue embodies the essence of the city's culture, sounds, spirit, and beauty. It serves as a hub for cultural activities, offering a space where the city's unique identity is celebrated through literature, music, and film. Nevmekan Sahil stands as a testament to the enduring legacy and cultural richness of Istanbul.","41.02525737615866,29.010374767967782"
Small Camlica Grove,4.5,720081,"9,10,11,13",https://anitagac.istanbul/yazi/kucuk-camlica-korusu-anit-agac-rotasi,"https://www.google.com/maps/place/%C4%B0BB+K%C3%BC%C3%A7%C3%BCk+%C3%87aml%C4%B1ca+Korusu/@41.0203081,29.0642951,18.31z/data=!4m10!1m2!2m1!1sSmall+Camlica+Grove!3m6!1s0x14cac81247bd49fb:0x36a610937a6c5acc!8m2!3d41.0203758!4d29.06487!15sChNTbWFsbCBDYW1saWNhIEdyb3ZlWhUiE3NtYWxsIGNhbWxpY2EgZ3JvdmWSAQRwYXJrmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJaYlhWdE5IbFJSUkFC4AEA!16s%2Fg%2F11cp74zgzm?entry=ttu",1,"Küçük Çamlıca Grove, nestled beneath Çamlıca Hill, is a serene escape from the urban chaos of Istanbul. This lush green oasis offers a tranquil environment for picnics, leisurely walks, and outdoor activities. Visitors can immerse themselves in nature while enjoying stunning views of the surrounding area. With its well-maintained pathways and abundant greenery, the grove provides a peaceful retreat for families and nature enthusiasts alike. The grove's location near Çamlıca Hill adds to its allure, offering visitors the opportunity to explore both natural and historical landmarks. Many choose to visit Küçük Çamlıca Grove to relax, unwind, and reconnect with nature away from the city's hustle and bustle. It's a popular destination for locals and tourists seeking a break from the urban environment. Whether you're looking to have a picnic, go for a hike, or simply enjoy the scenic beauty, Küçük Çamlıca Grove offers something for everyone. Its serene atmosphere and picturesque surroundings make it a must-visit destination in Istanbul for those craving a peaceful retreat amidst nature.","41.020454964073814,29.064851103286273"
Emaar Aquarium and Underwater Zoo,4.3,207024,"18,20,21",https://emaarakvaryum.com/en/,"https://www.google.com/maps/place/Emaar+Square+Aquarium+World+-+Akvaryum/@41.0025226,29.0691918,17z/data=!3m1!4b1!4m6!3m5!1s0x14cac7de5c8d9d5d:0xcf9a30731d2266f7!8m2!3d41.0025226!4d29.0717721!16s%2Fg%2F11df2xf1kr?entry=ttu",1,"Emaar Aquarium & Underwater Zoo offers a fascinating experience for visitors, showcasing an array of thematic sections such as Rocky Shores, Tunnel Aquarium, Dreamers Island, Forests, Rivers and Falls, Penguin Island, and The Crocodile Kingdom. With over 20,000 marine animals and amphibians from 200 species, including sharks, stingrays, crocodiles, penguins, and more, guests are in for a treat. The aquarium's modern design and magical atmosphere make it an exciting tourist attraction in Istanbul. Visitors can enjoy interactive play areas, digital experiences, and perfect photo opportunities. Plus, entrance to Emaar Aquarium & Underwater Zoo is complimentary with the Istanbul Tourist Pass®, offering access to over 100 attractions.","41.00262778665512,29.072372921916998"
KidZania,4.3,299035,"18,20",https://istanbul.kidzania.com/en,"https://www.google.com/maps/place/KidZania/@41.0006304,29.0538642,17.76z/data=!3m1!5s0x14cac7fa86531d23:0xe1db4232cb4f9bc5!4m6!3m5!1s0x14cac7faf63d93f3:0xd3c97994c13a7586!8m2!3d41.0005151!4d29.0550048!16s%2Fg%2F1hhhn58nv?entry=ttu",1,"KidZania Istanbul is a captivating indoor theme park nestled in the heart of Istanbul, Turkey, offering an immersive role-playing adventure for children between the ages of 4 and 14. This dynamic destination replicates a bustling city environment, complete with streets, buildings, and a myriad of interactive activities spanning over 70 professions. From aspiring firefighters to budding chefs, children have the opportunity to explore diverse roles while learning essential life skills such as teamwork and decision-making. With its vibrant atmosphere and educational focus, KidZania Istanbul provides an enriching experience that ignites creativity and sparks imagination in young visitors.","41.000639922916086,29.055213157621235"
Istanbul Museum of Graphic Arts,4.4,196733,"2,4,6",https://www.imoga.org/en,"https://www.google.com/maps/place/IMOGA+%C4%B0stanbul+Grafik+Sanatlar+M%C3%BCzesi/@41.0040646,29.0647641,18.27z/data=!4m6!3m5!1s0x14cac7e1aaa2d611:0x393f6cfb3553ae45!8m2!3d41.003956!4d29.065258!16s%2Fg%2F1tgmmqpl?entry=ttu",1,"The journey of IMOGA, one of the few printmaking museums globally, traces back to the private studios established by Süleyman Saim Tekcan. Beginning in Kuyubaşı in 1974, these studios aimed to provide Tekcan a space for his artistic endeavors. However, Tekcan's inclusive vision led to collaborations with other artists, fostering a vibrant creative community. The studio eventually relocated to Söğütlüçeşme, evolving into a hub for artistic discourse and production. In 1984, Tekcan's ambitious vision materialized in the form of Artess Çamlıca Art House, a state-of-the-art facility promoting printmaking on an international scale. This architectural marvel, designed by Cihat Burak, housed modern equipment and facilitated artistic collaborations, leaving an indelible mark on Turkey's art scene. In 2004, Tekcan's lifelong dedication culminated in the establishment of IMOGA, Turkey's first printmaking museum, embodying his commitment to artistic excellence and education. IMOGA's comprehensive facilities and global outreach underscore its pivotal role in advancing printmaking as a revered art form. Through meticulous curation and adherence to ethical standards, IMOGA continues to preserve artistic integrity while fostering innovation and collaboration in the realm of printmaking.","41.00401771349877,29.065356720589417"
Kuzguncuk Icadiye Street,4.6,831890,"12,13,14,15,17",https://www.dailysabah.com/travel/2017/08/05/kuzguncuk-nostalgic-neighborhood-with-history-of-peaceful-coexistence,"https://www.google.com/maps/place/Kuzguncuk,+%C4%B0cadiye+Cd.+No:52,+34674+%C3%9Csk%C3%BCdar%2F%C4%B0stanbul/@41.0344123,29.0309202,21z/data=!4m6!3m5!1s0x14cab7e9c8479d4d:0xf8793eba064e53cb!8m2!3d41.034488!4d29.030843!16s%2Fg%2F11rp3pvl65?entry=ttu",1,"İcadiye Caddesi in Kuzguncuk is renowned for its vibrant cultural scene and diverse food and drink establishments. This historic street, lined with charming Ottoman-era houses, offers a unique atmosphere for visitors to immerse themselves in local culture while enjoying delicious cuisine and refreshing beverages. From traditional Turkish meyhanes serving authentic mezes and raki to trendy cafes offering specialty coffees and pastries, İcadiye Caddesi caters to a wide range of tastes. Additionally, visitors can explore art galleries showcasing the works of local artists or attend live music performances at cozy venues scattered along the street. Whether you're looking to indulge in mouthwatering Turkish dishes, sip on artisanal cocktails, or simply soak in the vibrant ambiance, İcadiye Caddesi in Kuzguncuk is the perfect destination for cultural exploration and culinary delights.","41.034480060651845,29.030833399333115"
Camlica Social Facilities,4.4,128087,13,https://tesislerimiz.ibb.istanbul/camlica-sosyal-tesisleri/,"https://www.google.com/maps/place/%C4%B0stanbul+B%C3%BCy%C3%BCk%C5%9Fehir+Belediyesi+%C3%87aml%C4%B1ca+Sosyal+Tesisleri/@41.0281119,29.068174,19.19z/data=!4m10!1m2!2m1!1sCamlica+Social+Facilities!3m6!1s0x14cac81545d81d29:0x4ba13d20417d71bb!8m2!3d41.027788!4d29.069052!15sChlDYW1saWNhIFNvY2lhbCBGYWNpbGl0aWVzWhsiGWNhbWxpY2Egc29jaWFsIGZhY2lsaXRpZXOSAQpyZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU10YlhKbFRWQm5FQUXgAQA!16s%2Fg%2F1t_ryt8d?entry=ttu",1,"Away from the hustle and bustle of the city, Çamlıca Social Facilities offer a serene atmosphere amidst the shade of trees, overlooking the Bosphorus, making it an ideal spot for a delightful breakfast or a leisurely cup of tea or coffee. Situated on Büyük Çamlıca Hill, approximately 265 meters above sea level, the facilities boast lush greenery, historic trees, colorful flowers, and stunning views of the Bosphorus and the Marmara Sea. Covering an area of 3,000 square meters, Çamlıca Social Facilities comprise a 400-square-meter indoor restaurant area, an Ottoman-style café, and various snack bars in the Garden Café section. The restaurant area, adorned with traditional motifs and reflecting Turkish cuisine, offers specialties such as Köfteli Patlıcan Söğürtme and Sebze ile Doldurulmuş Bonfile. The Ottoman Café, with its decor reminiscent of the Ottoman era, invites guests to enjoy a variety of desserts and pastries along with beverages while engaging in friendly conversations. Meanwhile, the Garden Café features snack bars offering a range of treats like simit, gözleme, and köfte ekmek, allowing visitors to savor delicious snacks while soaking in panoramic views of Istanbul. With its picturesque setting, delectable cuisine, and soothing ambiance accompanied by classical Turkish music, Çamlıca Social Facilities promise an unforgettable experience for guests seeking tranquility and culinary delight.","41.027820151053724,29.069185450388034"
Semsi Pasha Mosque,4.2,266340,"1,2,3,5",https://en.wikipedia.org/wiki/%C5%9Eemsi_Pasha_Mosque,"https://www.google.com/maps/place/%C5%9Eemsi+Ahmet+Pa%C5%9Fa+Camii/@41.0259307,29.0088341,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab7889fd9a08b:0x325754a74d58ca2d!8m2!3d41.0259307!4d29.0114144!16s%2Fm%2F05ms37m?entry=ttu",1,"The Şemsi Pasha Mosque, designed by the renowned Ottoman architect Mimar Sinan for Şemsi Pasha, is one of Istanbul's smaller yet most picturesque mosques. Situated along the Bosphorus shoreline, its compact size and scenic waterfront location contribute to its charm, showcasing Mimar Sinan's ability to harmonize architecture with the natural surroundings. The mosque complex, completed in 1580, features a square-shaped prayer hall with a single dome, joined to the mausoleum of Şemsi Pasha. The mausoleum, connected to the prayer hall by a grille, boasts a mirror vault chamber and intricately adorned windows overlooking the Bosphorus. The complex also includes an L-shaped madrasa, enclosing the precinct with a seawall featuring grill-windows, creating a gallery-like ambiance with framed views of the Bosphorus. Restored in 1940, the mosque's portico and arcade showcase pointed arches, shed roofs, and diamond-cut capitals, while the prayer hall is crowned by a dome supported by squinches and adorned with colorful glass windows. The mausoleum, similarly adorned, complements the mosque's architectural splendor, while the madrasa features twelve domed cells and a classroom, now repurposed as a library. With its historical significance and architectural elegance, the Şemsi Pasha Mosque remains a captivating landmark along the shores of Üsküdar.","41.02593829530737,29.01142013310189"
Filizler Meatball Restaurant,4.0,459627,13,http://filizler.com/,"https://www.google.com/maps/place/Filizler+K%C3%B6ftecisi/@41.0224349,29.0060618,18.84z/data=!4m10!1m2!2m1!1sFilizler+Meatball+Restaurant!3m6!1s0x14caddc145a46913:0x53c3faca69f637f2!8m2!3d41.0225341!4d29.0068824!15sChxGaWxpemxlciBNZWF0YmFsbCBSZXN0YXVyYW50Wh4iHGZpbGl6bGVyIG1lYXRiYWxsIHJlc3RhdXJhbnSSARBrb2Z0YV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVEyYm5OWWVGVm5FQUXgAQA!16s%2Fg%2F1hhw70ssm?entry=ttu",1,"Filizler Meatball Restaurant in Üsküdar is a beloved culinary gem known for its delicious meatball dishes and welcoming ambiance. Situated in the heart of Üsküdar, this restaurant attracts locals and visitors alike with its mouthwatering offerings and excellent service. The menu features a variety of meatball options, each prepared with high-quality ingredients and cooked to perfection. From traditional köfte dishes to modern twists on classic recipes, there's something to satisfy every palate at Filizler. The restaurant's cozy atmosphere and friendly staff create a memorable dining experience, making it a must-visit destination for meatball lovers in Üsküdar and beyond. Whether you're craving a hearty meal with family or looking for a casual spot to enjoy delicious Turkish cuisine, Filizler Meatball Restaurant promises a delightful culinary journey.","41.02255261847614,29.00690662144621"
Museum of Ottoman Women Sultans,4.4,653321,"2,3,4",https://www.uskudarhanimsultanlarmuzesi.com/en/from-yesterday-to-today-lsm.php,"https://www.google.com/maps/place/%C3%9Csk%C3%BCdar+Han%C4%B1m+Sultanlar+M%C3%BCzesi/@41.0250874,29.0097572,19.07z/data=!4m10!1m2!2m1!1sMuseum+of+Ottoman+Women+Sultans!3m6!1s0x14cab77eb7c96c33:0xb28233c64254c525!8m2!3d41.0252323!4d29.0100287!15sCh9NdXNldW0gb2YgT3R0b21hbiBXb21lbiBTdWx0YW5zWiEiH211c2V1bSBvZiBvdHRvbWFuIHdvbWVuIHN1bHRhbnOSAQZtdXNldW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUktMVWt6TkdWbkVBReABAA!16s%2Fg%2F11h_1zm298?entry=ttu",1,"Üsküdar, one of Istanbul's significant settlements, forms part of the trio known as ""bilâd-ı selâse,"" alongside Galata and Eyüp. Over the centuries, Üsküdar has thrived in trade, law, culture, and arts, owing to its strategic location and rich heritage. The district's allure is further heightened by the historical interest shown by Ottoman lady sultans, leaving a legacy of mosques and fountains. To preserve this legacy, the Üsküdar Municipality embarked on a project to create a collection of dolls representing Ottoman lady sultans. Collaborating with experts, meticulous research was conducted to accurately depict historical garments and accessories. The resulting collection reflects both the daily and palace life of Ottoman society, capturing the essence of Üsküdar's cultural heritage. Inspired by the success of the project, the municipality established the Üsküdar Lady Sultans Museum, offering visitors a glimpse into the intersection of history and art. This museum serves as a tribute to the enduring legacy of Üsküdar's lady sultans and their profound impact on Istanbul's cultural landscape.","41.025289232590495,29.010161074493688"
Pasalimanı Restaurant,4.0,805735,13,https://www.beltur.istanbul/tr/beltur-restoran,"https://www.google.com/maps/place/Pa%C5%9Faliman%C4%B1+Restoran,+Beltur/@41.0336187,29.0242338,18.56z/data=!4m10!1m2!2m1!1sPasaliman%C4%B1+Restaurant!3m6!1s0x14cab7ea03a6f25f:0xb61caba7fabe08d5!8m2!3d41.0336613!4d29.0250432!15sChZQYXNhbGltYW7EsSBSZXN0YXVyYW50WhgiFnBhc2FsaW1hbsSxIHJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F1tf454sc?entry=ttu",1,"The İBB Beltur Paşalimanı Restaurant, located in Istanbul, offers a unique dining experience characterized by its historical ambiance and breathtaking views. Situated in a picturesque setting, the restaurant provides diners with an opportunity to enjoy delicious cuisine while taking in the beauty of the surrounding landscape. With a diverse menu featuring traditional Turkish dishes and international cuisine, there is something to satisfy every palate. Whether visitors are looking for a romantic dinner or a casual meal with friends and family, the İBB Beltur Paşalimanı Restaurant offers a welcoming atmosphere and impeccable service. Additionally, the restaurant's convenient location makes it easily accessible for both locals and tourists alike, making it a must-visit destination for anyone exploring Istanbul's culinary scene.","41.03370626211392,29.024870301579618"
Maritime Museum,4.6,970705,"3,4",https://www.turkishmuseums.com/museum/detail/22321-istanbul-deniz-muzesi/22321/1,"https://www.google.com/maps/place/Deniz+M%C3%BCzesi/@41.0414681,29.0028602,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab798b4fd6249:0x3c65e52926db932b!8m2!3d41.0414641!4d29.0054351!16s%2Fm%2F0bx_vp1?entry=ttu",0,"Istanbul Maritime Museum is Turkey's largest maritime museum and one of the world's leading museums in terms of the diversity of its collections. There are approximately 20,000 works in its collection. Istanbul Maritime Museum, which is affiliated with the Naval Forces Command, is the first military museum established in Turkey.","41.04175538484005,29.005392180726485"
